,id,label,parent,synonym,length
466,DOID:0050242,primary amebic meningoencephalitis,parasitic protozoa infectious disease,naegleria fowleri infection,27.0
467,DOID:0050242,primary amebic meningoencephalitis,central nervous system disease,naegleria fowleri infection,27.0
468,DOID:2789,parasitic protozoa infectious disease,parasitic infectious disease,mastigophora infectious,31.0
469,DOID:2789,parasitic protozoa infectious disease,parasitic infectious disease,sarcomastigophora infectious,36.0
471,DOID:0050246,granulomatous amebic encephalitis,brain disease,acanthamoeba encephalitis,25.0
472,DOID:0050246,granulomatous amebic encephalitis,brain disease,acanthamoeba granulomatous encephalitis,39.0
473,DOID:0050246,granulomatous amebic encephalitis,brain disease,granulomatous amebic encephalitis due to acanthamoeba,53.0
474,DOID:0050246,granulomatous amebic encephalitis,brain disease,granulomatous amoebic encephalitis,34.0
475,DOID:0050246,granulomatous amebic encephalitis,primary amebic meningoencephalitis,acanthamoeba encephalitis,25.0
476,DOID:0050246,granulomatous amebic encephalitis,primary amebic meningoencephalitis,acanthamoeba granulomatous encephalitis,39.0
477,DOID:0050246,granulomatous amebic encephalitis,primary amebic meningoencephalitis,granulomatous amebic encephalitis due to acanthamoeba,53.0
478,DOID:0050246,granulomatous amebic encephalitis,primary amebic meningoencephalitis,granulomatous amoebic encephalitis,34.0
482,DOID:883,parasitic helminthiasis infectious disease,parasitic infectious disease,helminth infection,18.0
483,DOID:883,parasitic helminthiasis infectious disease,parasitic infectious disease,helminthiasis,13.0
484,DOID:883,parasitic helminthiasis infectious disease,parasitic infectious disease,helminthosis,12.0
485,DOID:883,parasitic helminthiasis infectious disease,parasitic infectious disease,worm infection,14.0
505,DOID:557,kidney disease,urinary system disease,impaired renal function,31.0
506,DOID:557,kidney disease,urinary system disease,nephropathy,11.0
509,DOID:4110,parasitic ectoparasitic infectious disease,parasitic infectious disease,ectoparasitism,14.0
512,DOID:11080,myiasis,parasitic ectoparasitic infectious disease,infestation by fly larvae,25.0
513,DOID:11080,myiasis,parasitic ectoparasitic infectious disease,infestation by maggots,22.0
514,DOID:11080,myiasis,parasitic ectoparasitic infectious disease,maggot infestation,18.0
515,DOID:0050269,Trichomonas vaginalis trichomoniasis,vaginal disease,urogenital trichomonas,22.0
516,DOID:0050269,Trichomonas vaginalis trichomoniasis,trichomoniasis,urogenital trichomonas,22.0
517,DOID:0050269,Trichomonas vaginalis trichomoniasis,vulvar disease,urogenital trichomonas,22.0
518,DOID:0050269,Trichomonas vaginalis trichomoniasis,cervix disease,urogenital trichomonas,22.0
519,DOID:0050269,Trichomonas vaginalis trichomoniasis,urethral disease,urogenital trichomonas,22.0
524,DOID:732,urethral disease,urinary system disease,urethra,15.0
531,DOID:2473,opportunistic mycosis,systemic mycosis,opportunistic mycoses,21.0
532,DOID:2473,opportunistic mycosis,systemic mycosis,opportunistic systemic mycoses,30.0
536,DOID:1398,parasitic infectious disease,disease by infectious agent,ectoparasitic,21.0
537,DOID:1398,parasitic infectious disease,disease by infectious agent,parasitemia,11.0
544,DOID:0080015,physical disorder,disease,congenital disorder,19.0
545,DOID:1459,hypothyroidism,thyroid gland disease,thyroid deficiency,18.0
546,DOID:1459,hypothyroidism,thyroid gland disease,thyroid insufficiency,21.0
547,DOID:0050331,LADD syndrome,autosomal dominant disease,levyhollister,23.0
548,DOID:0050331,LADD syndrome,autosomal dominant disease,lacrimoauriculodentodigital,36.0
549,DOID:0050331,LADD syndrome,syndrome,levyhollister,23.0
550,DOID:0050331,LADD syndrome,syndrome,lacrimoauriculodentodigital,36.0
554,DOID:3426,vestibular disease,inner ear disease,vertigo vestibular disorder,28.0
555,DOID:0050335,bradyopsia,autosomal recessive disease,prolonged electroretinal response suppression,45.0
556,DOID:0050335,bradyopsia,retinal disease,prolonged electroretinal response suppression,45.0
560,DOID:2485,phosphorus metabolism disease,mineral metabolism disease,phosphorus disorder,19.0
561,DOID:2485,phosphorus metabolism disease,mineral metabolism disease,disorder of phosphorus metabolism,33.0
562,DOID:2485,phosphorus metabolism disease,mineral metabolism disease,phosphorus metabolism disorder,30.0
563,DOID:8398,osteoarthritis,arthritis,osteoarthrosis and allied disorder,34.0
564,DOID:8398,osteoarthritis,arthritis,degenerative arthritis,22.0
565,DOID:8398,osteoarthritis,arthritis,degenerative joint,26.0
566,DOID:8398,osteoarthritis,arthritis,hypertrophic arthritis,22.0
567,DOID:8398,osteoarthritis,arthritis,osteoarthrosis,14.0
578,DOID:0050398,Carrion's disease,bartonellosis,carrion,15.0
579,DOID:0050398,Carrion's disease,bartonellosis,oroya fever,11.0
580,DOID:11102,bartonellosis,primary bacterial infectious disease,bartonella infectious,29.0
581,DOID:11102,bartonellosis,primary bacterial infectious disease,rochalimaea infection,21.0
582,DOID:11102,bartonellosis,primary bacterial infectious disease,bartonelliasis,14.0
583,DOID:0050419,complement factor I deficiency,complement deficiency,c3 inactivator deficiency,25.0
584,DOID:0050419,complement factor I deficiency,complement deficiency,complement component 3 inactivator deficiency,45.0
585,DOID:626,complement deficiency,primary immunodeficiency disease,complement deficiency,29.0
586,DOID:0050424,familial adenomatous polyposis,intestinal disease,adenomatous polyposis of the colon,34.0
587,DOID:0050424,familial adenomatous polyposis,autosomal genetic disease,adenomatous polyposis of the colon,34.0
590,DOID:0050425,restless legs syndrome,central nervous system disease,willisekbom,20.0
591,DOID:0050425,restless legs syndrome,central nervous system disease,wittmaackekbom,24.0
595,DOID:0050428,nonepidermolytic palmoplantar keratoderma,palmoplantar keratosis,thostunna,19.0
596,DOID:0050428,nonepidermolytic palmoplantar keratoderma,palmoplantar keratosis,unnathost,19.0
597,DOID:0050428,nonepidermolytic palmoplantar keratoderma,palmoplantar keratosis,diffuse nonepidermolytic palmomplantar keratoderma,50.0
598,DOID:0050428,nonepidermolytic palmoplantar keratoderma,palmoplantar keratosis,tylosis,7.0
599,DOID:3390,palmoplantar keratosis,keratosis,keratosis palmaris et plantaris,31.0
600,DOID:3390,palmoplantar keratosis,keratosis,palmoplantar keratoderma,24.0
601,DOID:3390,palmoplantar keratosis,keratosis,palmoplantar keratodermas,26.0
602,DOID:0050429,Hailey-Hailey disease,pemphigus,benign chronic pemphigus,24.0
603,DOID:0050429,Hailey-Hailey disease,pemphigus,pemphigus benign familial,26.0
604,DOID:0050429,Hailey-Hailey disease,autosomal dominant disease,benign chronic pemphigus,24.0
605,DOID:0050429,Hailey-Hailey disease,autosomal dominant disease,pemphigus benign familial,26.0
606,DOID:0050430,multiple endocrine neoplasia type 2A,autosomal dominant disease,men2a,5.0
607,DOID:0050430,multiple endocrine neoplasia type 2A,autosomal dominant disease,sipple,15.0
608,DOID:0050430,multiple endocrine neoplasia type 2A,autosomal dominant disease,multiple endocrine neoplasia ii,31.0
609,DOID:0050430,multiple endocrine neoplasia type 2A,multiple endocrine neoplasia,men2a,5.0
610,DOID:0050430,multiple endocrine neoplasia type 2A,multiple endocrine neoplasia,sipple,15.0
611,DOID:0050430,multiple endocrine neoplasia type 2A,multiple endocrine neoplasia,multiple endocrine neoplasia ii,31.0
612,DOID:3125,multiple endocrine neoplasia,syndrome,multiple endocrine adenomatosis,31.0
613,DOID:3125,multiple endocrine neoplasia,syndrome,multiple endocrine neoplasia,37.0
614,DOID:0050431,arrhythmogenic right ventricular cardiomyopathy,intrinsic cardiomyopathy,arvc,4.0
615,DOID:0050431,arrhythmogenic right ventricular cardiomyopathy,intrinsic cardiomyopathy,arvc cardiomyopathy,19.0
616,DOID:0050431,arrhythmogenic right ventricular cardiomyopathy,intrinsic cardiomyopathy,arvd,4.0
617,DOID:0050431,arrhythmogenic right ventricular cardiomyopathy,intrinsic cardiomyopathy,arrhythmogenic right ventricular dysplasia,42.0
618,DOID:0050431,arrhythmogenic right ventricular cardiomyopathy,intrinsic cardiomyopathy,arrhythmogenic right ventricular dysplasiacardiomyopathy,57.0
623,DOID:649,prion disease,disease by infectious agent,prion pathway,21.0
624,DOID:649,prion disease,disease by infectious agent,prion protein,21.0
625,DOID:649,prion disease,disease by infectious agent,spongiform encephalopathy,25.0
626,DOID:649,prion disease,disease by infectious agent,prion induced disorder,22.0
627,DOID:649,prion disease,disease by infectious agent,transmissible spongiform encephalopathy,39.0
628,DOID:649,prion disease,brain disease,prion pathway,21.0
629,DOID:649,prion disease,brain disease,prion protein,21.0
630,DOID:649,prion disease,brain disease,spongiform encephalopathy,25.0
631,DOID:649,prion disease,brain disease,prion induced disorder,22.0
632,DOID:649,prion disease,brain disease,transmissible spongiform encephalopathy,39.0
633,DOID:0050434,Andersen-Tawil syndrome,autosomal dominant disease,andersen cardiodysrhythmic periodic paralysis,45.0
634,DOID:0050434,Andersen-Tawil syndrome,autosomal dominant disease,andersen,17.0
635,DOID:0050434,Andersen-Tawil syndrome,autosomal dominant disease,lqt7,4.0
636,DOID:0050434,Andersen-Tawil syndrome,autosomal dominant disease,long qt 7,18.0
637,DOID:0050434,Andersen-Tawil syndrome,autosomal dominant disease,potassiumsensitive cardiodysrhythmic type,42.0
638,DOID:0050434,Andersen-Tawil syndrome,long QT syndrome,andersen cardiodysrhythmic periodic paralysis,45.0
639,DOID:0050434,Andersen-Tawil syndrome,long QT syndrome,andersen,17.0
640,DOID:0050434,Andersen-Tawil syndrome,long QT syndrome,lqt7,4.0
641,DOID:0050434,Andersen-Tawil syndrome,long QT syndrome,long qt 7,18.0
642,DOID:0050434,Andersen-Tawil syndrome,long QT syndrome,potassiumsensitive cardiodysrhythmic type,42.0
644,DOID:2843,long QT syndrome,intrinsic cardiomyopathy,romanoward,20.0
645,DOID:2843,long QT syndrome,intrinsic cardiomyopathy,long qt,17.0
647,DOID:0050436,mulibrey nanism,syndrome,mulibrey growth disorder,24.0
648,DOID:0050436,mulibrey nanism,syndrome,muscleliverbraineye nanism,29.0
649,DOID:0050436,mulibrey nanism,syndrome,pericardial constriction and growth failure,43.0
650,DOID:0050436,mulibrey nanism,syndrome,perheentupa,20.0
652,DOID:0050436,mulibrey nanism,autosomal recessive disease,mulibrey growth disorder,24.0
653,DOID:0050436,mulibrey nanism,autosomal recessive disease,muscleliverbraineye nanism,29.0
654,DOID:0050436,mulibrey nanism,autosomal recessive disease,pericardial constriction and growth failure,43.0
655,DOID:0050436,mulibrey nanism,autosomal recessive disease,perheentupa,20.0
656,DOID:0050437,Danon disease,X-linked dominant disease,antopol,15.0
657,DOID:0050437,Danon disease,X-linked dominant disease,pseudoglycogenosis ii,21.0
658,DOID:0050437,Danon disease,lysosomal storage disease,antopol,15.0
659,DOID:0050437,Danon disease,lysosomal storage disease,pseudoglycogenosis ii,21.0
661,DOID:3211,lysosomal storage disease,inherited metabolic disorder,disorder of lysosomal enzyme,28.0
662,DOID:3211,lysosomal storage disease,inherited metabolic disorder,inborn lysosomal enzyme disorder,32.0
663,DOID:3211,lysosomal storage disease,inherited metabolic disorder,lysosomal storage metabolism disorder,37.0
668,DOID:0050440,familial partial lipodystrophy,partial lipodystrophy,dunnigan,17.0
669,DOID:0050440,familial partial lipodystrophy,partial lipodystrophy,koberlingdunnigan,27.0
671,DOID:0050441,mucosulfatidosis,autosomal recessive disease,sulfatidosis juvenile austin type,35.0
672,DOID:0050441,mucosulfatidosis,autosomal recessive disease,multiple sulfatase deficiency,37.0
673,DOID:0050441,mucosulfatidosis,sphingolipidosis,sulfatidosis juvenile austin type,35.0
674,DOID:0050441,mucosulfatidosis,sphingolipidosis,multiple sulfatase deficiency,37.0
675,DOID:1927,sphingolipidosis,lipid storage disease,sphingolipidoses,16.0
676,DOID:0050444,infantile Refsum disease,peroxisomal disease,infantile phytanic acid storage,39.0
677,DOID:906,peroxisomal disease,inherited metabolic disorder,peroxisomal disorder,20.0
678,DOID:0050445,X-linked dominant hypophosphatemic rickets,X-linked dominant disease,hypophosphatemia vitamin dresistant rickets,45.0
679,DOID:0050445,X-linked dominant hypophosphatemic rickets,X-linked dominant disease,vitamin dresistant rickets xlinked,37.0
680,DOID:0050445,X-linked dominant hypophosphatemic rickets,X-linked dominant disease,xlinked hypophosphatemia,25.0
681,DOID:0050445,X-linked dominant hypophosphatemic rickets,X-linked dominant disease,hypophosphatemic rickets xlinked dominant,42.0
682,DOID:0050445,X-linked dominant hypophosphatemic rickets,rickets,hypophosphatemia vitamin dresistant rickets,45.0
683,DOID:0050445,X-linked dominant hypophosphatemic rickets,rickets,vitamin dresistant rickets xlinked,37.0
684,DOID:0050445,X-linked dominant hypophosphatemic rickets,rickets,xlinked hypophosphatemia,25.0
685,DOID:0050445,X-linked dominant hypophosphatemic rickets,rickets,hypophosphatemic rickets xlinked dominant,42.0
686,DOID:10609,rickets,bone remodeling disease,active rickets,14.0
687,DOID:0050448,white sponge nevus,skin disease,hereditary mucosal leukokeratosis,33.0
688,DOID:0050448,white sponge nevus,skin disease,white sponge nevus of cannon,28.0
689,DOID:0050449,pachyonychia congenita,autosomal dominant disease,jacksonlawler type pachyonychia congenita,42.0
690,DOID:0050449,pachyonychia congenita,autosomal dominant disease,jadassohnlewandowsky,30.0
691,DOID:0050449,pachyonychia congenita,autosomal dominant disease,pachyonychia congenita jadassohnlewandowsky type,50.0
692,DOID:0050449,pachyonychia congenita,autosomal dominant disease,pachyonychia congenita type 1,29.0
693,DOID:0050449,pachyonychia congenita,syndrome,jacksonlawler type pachyonychia congenita,42.0
694,DOID:0050449,pachyonychia congenita,syndrome,jadassohnlewandowsky,30.0
695,DOID:0050449,pachyonychia congenita,syndrome,pachyonychia congenita jadassohnlewandowsky type,50.0
696,DOID:0050449,pachyonychia congenita,syndrome,pachyonychia congenita type 1,29.0
697,DOID:0050450,Gitelman syndrome,autosomal recessive disease,hypomagnesemiahypokalemia primary renotubular with hypocalciuria,67.0
698,DOID:0050450,Gitelman syndrome,renal tubular transport disease,hypomagnesemiahypokalemia primary renotubular with hypocalciuria,67.0
699,DOID:447,renal tubular transport disease,kidney disease,inborn renal tubular transport disorder,39.0
700,DOID:0050451,Brugada syndrome,monogenic disease,bangungut,9.0
701,DOID:0050451,Brugada syndrome,monogenic disease,brugada type idiopathic ventricular fibrillation,48.0
702,DOID:0050451,Brugada syndrome,monogenic disease,dream,13.0
703,DOID:0050451,Brugada syndrome,monogenic disease,pokkuri death,22.0
704,DOID:0050451,Brugada syndrome,monogenic disease,sunds,5.0
705,DOID:0050451,Brugada syndrome,monogenic disease,sudden unexplained nocturnal death,43.0
706,DOID:0050451,Brugada syndrome,heart conduction disease,bangungut,9.0
707,DOID:0050451,Brugada syndrome,heart conduction disease,brugada type idiopathic ventricular fibrillation,48.0
708,DOID:0050451,Brugada syndrome,heart conduction disease,dream,13.0
709,DOID:0050451,Brugada syndrome,heart conduction disease,pokkuri death,22.0
710,DOID:0050451,Brugada syndrome,heart conduction disease,sunds,5.0
711,DOID:0050451,Brugada syndrome,heart conduction disease,sudden unexplained nocturnal death,43.0
712,DOID:10273,heart conduction disease,heart disease,heart rhythm,20.0
713,DOID:0050452,mevalonic aciduria,peroxisomal disease,mevalonate kinase deficiency,28.0
715,DOID:2490,congenital nervous system abnormality,nervous system disease,congenital neurologic anomaly,29.0
716,DOID:2490,congenital nervous system abnormality,physical disorder,congenital neurologic anomaly,29.0
717,DOID:0050454,periventricular nodular heterotopia,congenital nervous system abnormality,periventricular heterotopia,27.0
