,ID,TEXT
341,16,"In central nervous system, glioma is the most common primary brain tumour. The diffuse migration and rapid proliferation are main obstacles for successful treatment. Gartanin, a natural xanthone of mangosteen, suppressed proliferation, migration and colony formation in a time- and concentration-dependent manner in T98G glioma cells but not in mouse normal neuronal HT22 cells. Gartanin, at low micromole, led to cell cycle arrest in G1 phase accompanied by inhibited expression level of G1 cell cycle regulatory proteins cyclin D1, while increased expression level of cyclin-dependent kinase inhibitor p27Kip1. In addition, the secretion and activity of matrix metalloproteinases 2/9 (MMP-2/-9) were significantly suppressed in T98G cells treated with gartanin, and it might result from modulating mitogen-activated protein kinases (MAPK) signalling pathway in T98G glioma cells. Moreover, gartanin significantly induced autophagy in T98G cells and increased GFP-LC3 punctate fluorescence accompanied by the increased expression level of Beclin 1 and LC3-II, while suppressed expression level of p62. Gartanin treatment resulted in obvious inhibition of PI3K/Akt/mTOR signalling pathway, which is important in modulating autophagy. Notably, gartanin-mediated anti-viability was significantly abrogated by autophagy inhibitors including 3-methyladenine (3-MA) and chloroquine (CQ). These results indicate that anti-proliferation effect of gartanin in T98G cells is most likely via cell cycle arrest modulated by autophagy, which is regulated by PI3K/Akt/mTOR signalling pathway, while anti-migration effect is most likely via suppression of MMP-2/-9 activity which is involved in MAPK signalling pathway."
342,16,cyclin D1
343,16,cyclin-dependent kinase inhibitor
344,16,p27Kip1
345,16,matrix metalloproteinases 2/9
346,16,MMP-2/-9
347,16,mitogen-activated protein kinases
348,16,MAPK
349,16,LC3
350,16,Beclin 1
351,16,LC3
352,16,p62
353,16,PI3K
354,16,Akt
355,16,mTOR
356,16,PI3K
357,16,Akt
358,16,mTOR
359,16,MMP-2/-9
360,16,MAPK
361,17,MXRA5 is a TGF-β1-regulated human protein with anti-inflammatory and anti-fibrotic properties.
362,17,MXRA5
363,17,TGF-b1
364,17,"Current therapy for chronic kidney disease (CKD) is unsatisfactory because of an insufficient understanding of its pathogenesis. Matrix remodelling-associated protein 5 (MXRA5, adlican) is a human protein of unknown function with high kidney tissue expression, not present in rodents. Given the increased expression of MXRA5 in injured tissues, including the kidneys, we have suggested that MXRA5 may modulate kidney injury. MXRA5 immunoreactivity was observed in tubular cells in human renal biopsies and in urine from CKD patients. We then explored factors regulating MXRA5 expression and MXRA5 function in cultured human proximal tubular epithelial cells and explored MXRA5 expression in kidney cancer cells and kidney tissue. The fibrogenic cytokine transforming growth factor-β1 (TGFβ1) up-regulated MXRA5 mRNA and protein expression. TGFβ1-induced MXRA5 up-regulation was prevented by either interference with TGFβ1 activation of the TGFβ receptor 1 (TGFBR1, ALK5) or by the vitamin D receptor agonist paricalcitol. By contrast, the pro-inflammatory cytokine TWEAK did not modulate MXRA5 expression. MXRA5 siRNA-induced down-regulation of constitutive MXRA5 expression resulted in higher TWEAK-induced expression of chemokines. In addition, MXRA5 down-regulation resulted in a magnified expression of genes encoding extracellular matrix proteins in response to TGFβ1. Furthermore, in clear cell renal cancer, von Hippel-Lindau (VHL) regulated MXRA5 expression. In conclusion, MXRA5 is a TGFβ1- and VHL-regulated protein and, for the first time, we identify MXRA5 functions as an anti-inflammatory and anti-fibrotic molecule. This information may yield clues to design novel therapeutic strategies in diseases characterized by inflammation and fibrosis."
365,17,Matrix remodelling-associated protein 5
366,17,MXRA5
367,17,adlican
368,17,MXRA5
369,17,MXRA5
370,17,MXRA5
371,17,MXRA5
372,17,MXRA5
373,17,MXRA5
374,17,transforming growth factor-β1
375,17,TGFb1
376,17,MXRA5
377,17,TGFb1
378,17,MXRA5
379,17,TGFb1
380,17,TGFb receptor 1
381,17,TGFBR1
382,17,ALK5
383,17,vitamin D receptor
384,17,TWEAK
385,17,MXRA5
386,17,MXRA5
387,17,MXRA5
388,17,TWEAK
389,17,MXRA5
390,17,TGFb1
391,17,von Hippel-Lindau
392,17,VHL
393,17,MXRA5
394,17,MXRA5
395,17,TGFb1
396,17,VHL
397,17,MXRA5
398,18,Prognostic and therapeutic value of mitochondrial serine hydroxyl-methyltransferase 2 as a breast cancer biomarker.
399,18,serine hydroxyl-methyltransferase 2
400,18,"Mitochondrial serine hydroxylmethyltransferase 2 (SHMT2) is a key enzyme in the serine/glycine synthesis pathway. SHMT2 has been implicated as a critical component for tumor cell survival. The aim of the present study was to evaluate the prognostic value and efficiency of SHMT2 as a biomarker in patients with breast cancer. Individual and pooled survival analyses were performed on five independent breast cancer microarray datasets. Gene signatures enriched by SHMT2 were also analyzed in these datasets. SHMT2 protein expression was detected using immunohistochemistry (IHC) assay in 128 breast cancer cases. Gene set enrichment analysis revealed that SHMT2 was significantly associated with gene signatures of mitochondrial module, cancer invasion, metastasis and poor survival among breast cancer patients (p<0.05). The clinical relevance of SHMT2 was validated on IHC data. The mitochondrial localization of SHMT2 protein was visualized on IHC staining. Independent and pooled analysis confirmed that SHMT2 expression was associated with breast cancer tumor aggressiveness (TNM staging and Elson grade) in a dose-dependent manner (p<0.05). The prognostic performance of SHMT2 mRNA was comparable to other gene signatures and proved superior to TNM staging. Further analysis results indicated that SHMT2 had better prognostic value for estrogen receptor (ER)-negative breast cancer patients, compared to ER-positive patients. In cases involving stage IIb breast cancer, chemotherapy significantly extended survival time among patients with high SHMT2 expression. These results indicate that SHMT2 may be a valuable prognostic biomarker in ER-negative breast cancer cases. Furthermore, SHMT2 may be a potential target for breast cancer treatment and drug discovery."
401,18,serine hydroxylmethyltransferase 2
402,18,SHMT2
403,18,SHMT2
404,18,SHMT2
405,18,SHMT2
406,18,SHMT2
407,18,SHMT2
408,18,SHMT2
409,18,SHMT2
410,18,SHMT2
411,18,TNM
412,18,SHMT2
413,18,TNM
414,18,SHMT2
415,18,estrogen receptor
416,18,ER
417,18,ER
418,18,SHMT2
419,18,SHMT2
420,18,ER
421,18,SHMT2
422,19,"Regulation of GPCR expression through an interaction with CCT7, a subunit of the CCT/TRiC complex."
423,19,GPCR
424,19,CCT7
425,19,CCT
426,19,TRiC
427,19,"Mechanisms that prevent aggregation and promote folding of nascent G protein-coupled receptors (GPCRs) remain poorly understood. We identified chaperonin containing TCP-1 subunit eta (CCT7) as an interacting partner of the β-isoform of thromboxane A2 receptor (TPβ) by yeast two-hybrid screening. CCT7 coimmunoprecipitated with overexpressed TPβ and β2-adrenergic receptor (β2AR) in HEK 293 cells, but also with endogenous β2AR. CCT7 depletion by small interfering RNA reduced total and cell-surface expression of both receptors and caused redistribution of the receptors to juxtanuclear aggresomes, significantly more so for TPβ than β2AR. Interestingly, Hsp90 coimmunoprecipitated with β2AR but virtually not with TPβ, indicating that nascent GPCRs can adopt alternative folding pathways. In vitro pull-down assays showed that both receptors can interact directly with CCT7 through their third intracellular loops and C-termini. We demonstrate that Trp(334) in the TPβ C-terminus is critical for the CCT7 interaction and plays an important role in TPβ maturation and cell-surface expression. Of note, introducing a tryptophan in the corresponding position of the TPα isoform confers the CCT7-binding and maturation properties of TPβ. We show that an interaction with a subunit of the CCT/TCP-1 ring complex (TRiC) chaperonin complex is involved in regulating aggregation of nascent GPCRs and in promoting their proper maturation and expression."
428,19,G protein-coupled receptors
429,19,GPCRs
430,19,TCP-1
431,19,CCT7
432,19,β-isoform of thromboxane A2 receptor
433,19,thromboxane A2 receptor
434,19,TPβ
435,19,CCT7
436,19,TPβ
437,19,β2-adrenergic receptor
438,19,β2AR
439,19,β2AR
440,19,CCT7
441,19,TPβ
442,19,β2AR
443,19,Hsp90
444,19,β2AR
445,19,TPβ
446,19,GPCRs
447,19,CCT7
448,19,TPβ
449,19,CCT7
450,19,TPβ
451,19,TPα
452,19,CCT7
453,19,TPβ
454,19,CCT
455,19,TCP-1
456,19,TRiC
457,19,GPCRs
458,20,Phosphatidylinositol 4-kinase IIβ negatively regulates invadopodia formation and suppresses an invasive cellular phenotype.
459,20,Phosphatidylinositol 4-kinase IIβ
460,20,"The type II phosphatidylinositol 4-kinase (PI4KII) enzymes synthesize the lipid phosphatidylinositol 4-phosphate (PI(4)P), which has been detected at the Golgi complex and endosomal compartments and recruits clathrin adaptors. Despite common mechanistic similarities between the isoforms, the extent of their redundancy is unclear. We found that depletion of PI4KIIα and PI4KIIβ using small interfering RNA led to actin remodeling. Depletion of PI4KIIβ also induced the formation of invadopodia containing membrane type I matrix metalloproteinase (MT1-MMP). Depletion of PI4KII isoforms also differentially affected trans-Golgi network (TGN) pools of PI(4)P and post-TGN traffic. PI4KIIβ depletion caused increased MT1-MMP trafficking to invasive structures at the plasma membrane and was accompanied by reduced colocalization of MT1-MMP with membranes containing the endosomal markers Rab5 and Rab7 but increased localization with the exocytic Rab8. Depletion of PI4KIIβ was sufficient to confer an aggressive invasive phenotype on minimally invasive HeLa and MCF-7 cell lines. Mining oncogenomic databases revealed that loss of the PI4K2B allele and underexpression of PI4KIIβ mRNA are associated with human cancers. This finding supports the cell data and suggests that PI4KIIβ may be a clinically significant suppressor of invasion. We propose that PI4KIIβ synthesizes a pool of PI(4)P that maintains MT1-MMP traffic in the degradative pathway and suppresses the formation of invadopodia."
461,20,type II phosphatidylinositol 4-kinase
462,20,PI4KII
463,20,PI4KIIα
464,20,PI4KIIβ
465,20,PI4KIIβ
466,20,membrane type I matrix metalloproteinase
467,20,MT1-MMP
468,20,PI4KII
469,20,PI4KIIβ
470,20,MT1-MMP
471,20,MT1-MMP
472,20,Rab5
473,20,Rab7
474,20,Rab8
475,20,PI4KIIβ
476,20,PI4K2B
477,20,PI4KIIβ
478,20,PI4KIIβ
479,20,PI4KIIβ
480,20,MT1-MMP
481,21,Sildenafil attenuates hypoxic pulmonary remodelling by inhibiting bone marrow progenitor cells.
482,21,"The recruitment of bone marrow (BM)-derived progenitor cells to the lung is related to pulmonary remodelling and the pathogenesis of pulmonary hypertension (PH). Although sildenafil is a known target in PH treatment, the underlying molecular mechanism is still elusive. To test the hypothesis that the therapeutic effect of sildenafil is linked to the reduced recruitment of BM-derived progenitor cells, we induced pulmonary remodelling in rats by two-week exposure to chronic hypoxia (CH, 10% oxygen), a trigger of BM-derived progenitor cells. Rats were treated with either placebo (saline) or sildenafil (1.4 mg/kg/day ip) during CH. Control rats were kept in room air (21% oxygen) with no treatment. As expected, sildenafil attenuated the CH-induced increase in right ventricular systolic pressure and right ventricular hypertrophy. However, sildenafil suppressed the CH-induced increase in c-kit(+) cells in the adventitia of pulmonary arteries. Moreover, sildenafil reduced the number of c-kit(+) cells that colocalize with tyrosine kinase receptor 2 (VEGF-R2) and CD68 (a marker for macrophages), indicating a positive effect on moderating hypoxia-induced smooth muscle cell proliferation and inflammation without affecting the pulmonary levels of hypoxia-inducible factor (HIF)-1α. Furthermore, sildenafil depressed the number of CXCR4(+) cells. Collectively, these findings indicate that the improvement in pulmonary haemodynamic by sildenafil is linked to decreased recruitment of BM-derived c-kit(+) cells in the pulmonary tissue. The attenuation of the recruitment of BM-derived c-kit(+) cells by sildenafil may provide novel therapeutic insights into the control of pulmonary remodelling."
